---------------------------------------------------------------------------------------------------
 Scheduler    lambda       AvgTurnaround          Throughput     CPU Utilization          AvgReadyQ
---------------------------------------------------------------------------------------------------
      FCFS         1            0.063644             0.99401           0.0595387           0.0654011
      FCFS         2            0.068129             1.98797            0.119074            0.130988
      FCFS         3            0.072963             2.98187            0.178606            0.196482
      FCFS         4           0.0785369             3.97572            0.238136            0.264706
      FCFS         5            0.085495             4.96952             0.29766             0.33234
      FCFS         6           0.0936417             5.96327            0.357183            0.403101
      FCFS         7            0.103014             6.95696            0.416702            0.481224
      FCFS         8            0.114717             7.95061            0.476221            0.558029
      FCFS         9             0.12956             8.94419            0.535732            0.631814
      FCFS        10            0.147846             9.93759            0.595234            0.699106
      FCFS        11            0.172352             10.9305            0.654709            0.789071
      FCFS        12            0.206334             11.9232            0.714165            0.887962
      FCFS        13            0.254806             12.9133             0.77347            0.993548
      FCFS        14            0.328862             13.9026            0.832728             1.09722
      FCFS        15            0.446492             14.8914            0.891955             1.28423
